from,to,fromModule,toModule,FromSub-Model,ToSub-Model,Distance,Type1,Type2
ICTBROAD,ICTINDEX,Infrastructure,Infrastructure,Other: ICT,Other: ICT,10,1,1
ICTBROADMOBIL,ICTINDEX,Infrastructure,Infrastructure,Other: ICT,Other: ICT,9,1,1
LIT,ICTINDEX,Education,Infrastructure,Other: Years of Education,Other: ICT,7,1,1
EDSECENRG,ICTINDEX,Education,Infrastructure,Other: Enrollment,Other: ICT,6,1,1
EDTERENRG,ICTINDEX,Education,Infrastructure,Other: Enrollment,Other: ICT,5,1,1
ictintnethhm,ICTINTNETHH,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ictcomputersteclowrt,ICTINTNETHH,Infrastructure,Infrastructure,Other: ICT,Other: ICT,2,2,1
ictcomputerstechighrt,ICTINTNETHH,Infrastructure,Infrastructure,Other: ICT,Other: ICT,2,2,1
ictcomputerstecinflection,ICTINTNETHH,Infrastructure,Infrastructure,Other: ICT,Other: ICT,2,2,1
GDPPCP,ICTINTNETHH,Economy,Infrastructure,Other: GDP,Other: ICT,2,1,1
POP,ICTMOBIL,Demography,Infrastructure,Other: Population,Other: ICT,0,1,1
ictmobilsaturation,ICTMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ictmobilteclowrt,ICTMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,6,2,1
ictmobiltechighrt,ICTMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,6,2,1
ictmobiltecinflection,ICTMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,6,2,1
GDPPCP,ICTMOBIL,Economy,Infrastructure,Other: GDP,Other: ICT,494,1,1
ICTSPEND,ICTMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,499,1,1
ictmobilsetar,ICTMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,1,2,1
ictmobilseyrtar,ICTMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,1,2,1
GOVREGQUAL,ICTMOBIL,Sociopolitical,Infrastructure,Other: Regulatory Quality,Other: ICT,1247,1,1
ICTBROADMOBIL,ICTMOBIL,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
ictmobilcostm,ICTMOBILCOST,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
ICTMOBIL,ICTMOBILDEM,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,1,1
ictspendm,ICTSPEND,Infrastructure,Infrastructure,Other: ICT,Other: ICT,0,2,1
GDPPCP,ICTSPEND,Economy,Infrastructure,Other: GDP,Other: ICT,1,1,1
IGCF,IDS,Economy,Economy,Economy: Investment,Economy: Investment,0,1,1
idsm,IDS,Economy,Economy,Economy: Investment,Economy: Investment,0,2,1
agon,IDS,Agriculture,Economy,Economy: Investment,Economy: Investment,0,2,1
enon,IDS,Energy,Economy,Economy: Demand,Economy: Investment,0,2,1
elinst1,IDS,Economy,Economy,Economy: Elasticities,Economy: Investment,1,2,1
elinst2,IDS,Economy,Economy,Economy: Elasticities,Economy: Investment,1,2,1
GDPPOT,IDS,Economy,Economy,Economy: GDP,Economy: Investment,4,1,1
ST,IDS,Economy,Economy,Economy: Stocks,Economy: Investment,3,1,1
dstl,IDS,Economy,Economy,Economy: Stocks,Economy: Investment,3,2,1
igdpr,IDS,Economy,Economy,Economy: GDP,Economy: Investment,2,2,1
ZS,IDS,Economy,Economy,Economy: Production,Economy: Investment,76,1,1
MS,IDS,Economy,Economy,Economy: Trade,Economy: Investment,246,1,1
GDP,IDS,Economy,Economy,Economy: GDP,Economy: Investment,265,1,1
VADD,IDS,Economy,Economy,Economy: Value Added,Economy: Investment,0,1,1
salpha,IDS,Economy,Economy,Economy: Productivity,Economy: Investment,0,2,1
INAG,IDS,Agriculture,Economy,Economy: Investment,Economy: Investment,0,1,1
enconv,IDS,Energy,Economy,Economy: Demand,Economy: Investment,1,2,1
eninvm,IDS,Energy,Economy,Economy: Investment,Economy: Investment,48,2,1
ENP,IDS,Energy,Economy,Economy: Production,Economy: Investment,15,1,1
lke,IDS,Energy,Economy,Economy: Prices,Economy: Investment,15,2,1
QE,IDS,Energy,Economy,Economy: Production,Economy: Investment,15,1,1
ENDEM,IDS,Energy,Economy,Economy: Demand,Economy: Investment,53,1,1
WGDP,IDS,Economy,Economy,Economy: GDP,Economy: Investment,69,1,1
eprodr,IDS,Energy,Economy,Economy: Production,Economy: Investment,31,2,1
elenpr,IDS,Energy,Economy,Economy: Demand,Economy: Investment,70,2,1
elenpr2,IDS,Energy,Economy,Economy: Demand,Economy: Investment,70,2,1
eleniprof,IDS,Energy,Economy,Economy: Demand,Economy: Investment,61,2,1
eleniprof2,IDS,Energy,Economy,Economy: Demand,Economy: Investment,61,2,1
dstlen,IDS,Water,Economy,Economy: Desalination,Economy: Investment,65,2,1
ENST,IDS,Energy,Economy,Economy: Stocks,Economy: Investment,128,1,1
ENSHO,IDS,Energy,Economy,Economy: Shortages,Economy: Investment,128,1,1
EPROFITR,IDS,Energy,Economy,Economy: Prices,Economy: Investment,63,1,1
enpcoalmax,IDS,Energy,Economy,Economy: Production,Economy: Investment,26,2,1
endemm,IDS,Energy,Economy,Economy: Demand,Economy: Investment,214,2,1
enrgdpgr,IDS,Energy,Economy,Economy: Demand,Economy: Investment,214,2,1
GDPP,IDS,Economy,Economy,Economy: GDP,Economy: Investment,241,1,1
C,IGCF,Economy,Economy,Economy: consumption,Economy: Investment,4,1,1
CS,IGCF,Economy,Economy,Economy: consumption,Economy: Investment,5,1,1
GDPRPA,IGCF,Economy,Economy,Economy: GDP,Economy: Investment,153,1,1
elasit,IGCF,Economy,Economy,Economy: Elasticities,Economy: Investment,153,2,1
CSHHS,IGCF,Economy,Economy,Economy: consumption,Economy: Investment,10,1,1
CSHHU,IGCF,Economy,Economy,Economy: consumption,Economy: Investment,17,1,1
VADD,IGCF,Economy,Economy,Economy: Value Added,Economy: Investment,1327,1,1
WP,IGCF,Economy,Economy,Economy: Prices,Economy: Investment,1327,1,1
GDP,IGCF,Economy,Economy,Economy: GDP,Economy: Investment,1633,1,1
GOVCON,IGCF,Economy,Economy,Economy: Government Finance,Economy: Investment,2,1,1
enon,IGCF,Energy,Economy,Economy: Demand,Economy: Investment,8,2,1
agon,IGCF,Agriculture,Economy,Economy: Investment,Economy: Investment,9,2,1
invm,IGCF,Economy,Economy,Economy: Investment,Economy: Investment,1,2,1
LIFEXP,IGCF,Demography,Economy,Economy: Health,Economy: Investment,5,1,1
GDPPCP,IGCF,Economy,Economy,Economy: GDP,Economy: Investment,8,1,1
POP,IGCF,Demography,Economy,Economy: Population,Economy: Investment,753,1,1
igdpr,IGCF,Economy,Economy,Economy: GDP,Economy: Investment,1432,2,1
IRA,IGCF,Economy,Economy,Economy: Investment,Economy: Investment,318,1,1
XFDIFIN,IGCF,Economy,Economy,Economy: Government Finance,Economy: Investment,2,1,1
XFDIFOUT,IGCF,Economy,Economy,Economy: Government Finance,Economy: Investment,2,1,1
xfdioutf,IGCF,Economy,Economy,Economy: Government Finance,Economy: Investment,2,2,1
INTR,IGCF,Economy,Economy,Economy: Incomes,Economy: Investment,311,1,1
ST,IGCF,Economy,Economy,Economy: Stocks,Economy: Investment,1085,1,1
dstl,IGCF,Economy,Economy,Economy: Stocks,Economy: Investment,1085,2,1
GDPPOT,IGCF,Economy,Economy,Economy: GDP,Economy: Investment,1178,1,1
ZS,IGCF,Economy,Economy,Economy: Production,Economy: Investment,1250,1,1
MS,IGCF,Economy,Economy,Economy: Trade,Economy: Investment,1420,1,1
I,IGCF,Economy,Economy,Economy: Investment,Economy: Investment,0,1,1
GDP,INAG,Economy,Agriculture,Agriculture: GDP,Agriculture: Investment,0,1,1
aginvm,INAG,Agriculture,Agriculture,Agriculture: Investment,Agriculture: Investment,0,2,1
KAG,INAG,Agriculture,Agriculture,Agriculture: Investment,Agriculture: Investment,0,1,1
WGDP,INAG,Economy,Agriculture,Agriculture: GDP,Agriculture: Investment,11,1,1
dstl,INAG,Economy,Agriculture,Agriculture: Stocks,Agriculture: Investment,463,2,1
AGDEM,INAG,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Investment,75,1,1
AGP,INAG,Agriculture,Agriculture,Agriculture: Production,Agriculture: Investment,75,1,1
FSTOCK,INAG,Agriculture,Agriculture,Agriculture: Stocks,Agriculture: Investment,341,1,1
AGX,INAG,Agriculture,Agriculture,Agriculture: Trade,Agriculture: Investment,86,1,1
AGM,INAG,Agriculture,Agriculture,Agriculture: Trade,Agriculture: Investment,86,1,1
IDS,INAG,Economy,Agriculture,Agriculture: Investment,Agriculture: Investment,0,1,1
POP,INCOMELT110LN,Demography,Economy,Sociopolitical: Population,Sociopolitical: Poverty,0,1,1
GINIDOM,INCOMELT110LN,Sociopolitical,Economy,Sociopolitical: Inequality,Sociopolitical: Poverty,13,1,1
C,INCOMELT110LN,Economy,Economy,Sociopolitical: consumption,Sociopolitical: Poverty,3,1,1
PPPCONV,INCOMELT110LN,Economy,Economy,Sociopolitical: GDP,Sociopolitical: Poverty,27,1,1
INCOMELT310LN,INCOMELT110LN,Economy,Economy,Sociopolitical: Poverty,Sociopolitical: Poverty,513,1,1
INCOMELT190LN,INCOMELT110LN,Economy,Economy,Sociopolitical: Poverty,Sociopolitical: Poverty,545,1,1
POP,INCOMELT125CS2005,Demography,Economy,Sociopolitical: Population,Sociopolitical: Poverty,0,1,1
GDPPCP,INCOMELT125CS2005,Economy,Economy,Sociopolitical: GDP,Sociopolitical: Poverty,3,1,1
GINIDOM,INCOMELT125CS2005,Sociopolitical,Economy,Sociopolitical: Inequality,Sociopolitical: Poverty,3,1,1
POP,INCOMELT125LN2005,Demography,Economy,Sociopolitical: Population,Sociopolitical: Poverty,0,1,1
incpovlev,INCOMELT125LN2005,Economy,Economy,Sociopolitical: Poverty,Sociopolitical: Poverty,1,2,1
nsnaratm,INCOMELT125LN2005,Economy,Economy,Sociopolitical: Trade,Sociopolitical: Poverty,2,2,1
GINIDOM,INCOMELT125LN2005,Sociopolitical,Economy,Sociopolitical: Inequality,Sociopolitical: Poverty,4,1,1
C,INCOMELT125LN2005,Economy,Economy,Sociopolitical: consumption,Sociopolitical: Poverty,3,1,1
NSNARAT,INCOMELT125LN2005,Economy,Economy,Sociopolitical: Trade,Sociopolitical: Poverty,465,1,1
PPPCONV,INCOMELT125LN2005,Economy,Economy,Sociopolitical: GDP,Sociopolitical: Poverty,6,1,1
INCOMELT200CS2005,INCOMELT125LN2005,Economy,Economy,Sociopolitical: Poverty,Sociopolitical: Poverty,509,1,1
INCOMELT125CS2005,INCOMELT125LN2005,Economy,Economy,Sociopolitical: Poverty,Sociopolitical: Poverty,0,1,1
POP,INCOMELT190LN,Demography,Economy,Sociopolitical: Population,Sociopolitical: Poverty,0,1,1
GINIDOM,INCOMELT190LN,Sociopolitical,Economy,Sociopolitical: Inequality,Sociopolitical: Poverty,4,1,1
C,INCOMELT190LN,Economy,Economy,Sociopolitical: consumption,Sociopolitical: Poverty,3,1,1
PPPCONV,INCOMELT190LN,Economy,Economy,Sociopolitical: GDP,Sociopolitical: Poverty,18,1,1
INCOMELT310LN,INCOMELT190LN,Economy,Economy,Sociopolitical: Poverty,Sociopolitical: Poverty,504,1,1
POP,INCOMELT200CS2005,Demography,Economy,Sociopolitical: Population,Sociopolitical: Poverty,0,1,1
GDPPCP,INCOMELT200CS2005,Economy,Economy,Sociopolitical: GDP,Sociopolitical: Poverty,3,1,1
GINIDOM,INCOMELT200CS2005,Sociopolitical,Economy,Sociopolitical: Inequality,Sociopolitical: Poverty,3,1,1
POP,INCOMELT200LN2005,Demography,Economy,Sociopolitical: Population,Sociopolitical: Poverty,0,1,1
GINIDOM,INCOMELT200LN2005,Sociopolitical,Economy,Sociopolitical: Inequality,Sociopolitical: Poverty,10,1,1
C,INCOMELT200LN2005,Economy,Economy,Sociopolitical: consumption,Sociopolitical: Poverty,9,1,1
nsnaratm,INCOMELT200LN2005,Economy,Economy,Sociopolitical: Trade,Sociopolitical: Poverty,3,2,1
PPPCONV,INCOMELT200LN2005,Economy,Economy,Sociopolitical: GDP,Sociopolitical: Poverty,12,1,1
INCOMELT200CS2005,INCOMELT200LN2005,Economy,Economy,Sociopolitical: Poverty,Sociopolitical: Poverty,515,1,1
POP,INCOMELT310LN,Demography,Economy,Sociopolitical: Population,Sociopolitical: Poverty,0,1,1
GINIDOM,INCOMELT310LN,Sociopolitical,Economy,Sociopolitical: Inequality,Sociopolitical: Poverty,7,1,1
C,INCOMELT310LN,Economy,Economy,Sociopolitical: consumption,Sociopolitical: Poverty,6,1,1
PPPCONV,INCOMELT310LN,Economy,Economy,Sociopolitical: GDP,Sociopolitical: Poverty,21,1,1
AGDEM,INDEM,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Demand,4,1,1
FSTOCK,INDEM,Agriculture,Agriculture,Agriculture: Stocks,Agriculture: Demand,6,1,1
AGP,INDEM,Agriculture,Agriculture,Agriculture: Production,Agriculture: Demand,21,1,1
AGX,INDEM,Agriculture,Agriculture,Agriculture: Trade,Agriculture: Demand,20,1,1
AGM,INDEM,Agriculture,Agriculture,Agriculture: Trade,Agriculture: Demand,20,1,1
FDEM,INDEM,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Demand,0,1,1
POP,INDEM,Demography,Agriculture,Agriculture: Population,Agriculture: Demand,0,1,1
WAP,INDEM,Agriculture,Agriculture,Agriculture: Investment,Agriculture: Demand,0,1,1
elascd,INDEM,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Demand,0,2,1
WEP,INDEM,Energy,Agriculture,Agriculture: Production,Agriculture: Demand,0,1,1
elagind,INDEM,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Demand,1,2,1
indemm,INDEM,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Demand,0,2,1
GDPPCP,INDEM,Economy,Agriculture,Agriculture: GDP,Agriculture: Demand,1,1,1
FIRMTAX,INDIRECTTAX,Economy,Economy,Economy: Taxation,Economy: Taxation,3,1,1
FIRMGOVSS,INDIRECTTAX,Economy,Economy,Economy: Payments,Economy: Taxation,3,1,1
FIRMINC,INDIRECTTAX,Economy,Economy,Economy: Income,Economy: Taxation,3,1,1
govrevtrgtval,INDIRECTTAX,Economy,Economy,Economy: Government Finance,Economy: Taxation,4,2,1
govrevtrgtyr,INDIRECTTAX,Economy,Economy,Economy: Government Finance,Economy: Taxation,4,2,1
HHTAX,INDIRECTTAX,Economy,Economy,Economy: Taxation,Economy: Taxation,6,1,1
HHGOVSS,INDIRECTTAX,Economy,Economy,Economy: Payments,Economy: Taxation,7,1,1
VADD,INDIRECTTAX,Economy,Economy,Economy: Value Added,Economy: Taxation,1055,1,1
WP,INDIRECTTAX,Economy,Economy,Economy: Prices,Economy: Taxation,1055,1,1
GDP,INDIRECTTAX,Economy,Economy,Economy: GDP,Economy: Taxation,1361,1,1
HHINC,INDIRECTTAX,Economy,Economy,Economy: Incomes,Economy: Taxation,0,1,1
INDIRECTTAXR,INDIRECTTAX,Economy,Economy,Economy: Taxation,Economy: Taxation,0,1,1
indirecttaxrm,INDIRECTTAX,Economy,Economy,Economy: Taxation,Economy: Taxation,0,2,1
govrevm,INDIRECTTAX,Economy,Economy,Economy: Government Finance,Economy: Taxation,0,2,1
govrevtrgtval,INDIRECTTAXR,Economy,Economy,Economy: Government Finance,Economy: Taxation,9,2,1
govrevtrgtyr,INDIRECTTAXR,Economy,Economy,Economy: Government Finance,Economy: Taxation,9,2,1
HHTAX,INDIRECTTAXR,Economy,Economy,Economy: Taxation,Economy: Taxation,11,1,1
FIRMTAX,INDIRECTTAXR,Economy,Economy,Economy: Taxation,Economy: Taxation,11,1,1
INDIRECTTAX,INDIRECTTAXR,Economy,Economy,Economy: Taxation,Economy: Taxation,11,1,1
HHGOVSS,INDIRECTTAXR,Economy,Economy,Economy: Payments,Economy: Taxation,12,1,1
FIRMGOVSS,INDIRECTTAXR,Economy,Economy,Economy: Payments,Economy: Taxation,12,1,1
VADD,INDIRECTTAXR,Economy,Economy,Economy: Value Added,Economy: Taxation,1060,1,1
WP,INDIRECTTAXR,Economy,Economy,Economy: Prices,Economy: Taxation,1060,1,1
GDP,INDIRECTTAXR,Economy,Economy,Economy: GDP,Economy: Taxation,1366,1,1
taxinfadjm,INDIRECTTAXR,Economy,Economy,Economy: Taxation,Economy: Taxation,1,2,1
GDPSHADOWSHR,INDIRECTTAXR,Economy,Economy,Economy: Informal Economy,Economy: Taxation,267,1,1
gdpshadowon,INDIRECTTAXR,Economy,Economy,Economy: Informal Economy,Economy: Taxation,267,2,1
GDPPCP,INDIRECTTAXR,Economy,Economy,Economy: GDP,Economy: Taxation,270,1,1
POP,INFMOR,Demography,Demography,Demography: Population,Demography: Mortality,38,1,1
DEATHS,INFMOR,Demography,Demography,Demography: Mortality,Demography: Mortality,49,1,1
EDYRSAG25,INFMOR,Education,Demography,Demography: Years of Education,Demography: Mortality,473,1,1
GOVCORRUPT,INFMOR,Sociopolitical,Demography,Demography: Corruption,Demography: Mortality,473,1,1
SFINTLWARMAG,INFMOR,Sociopolitical,Demography,Demography: State failure,Demography: Mortality,473,1,1
hlmortcdadltm,INFMOR,Health,Demography,Demography: Mortality,Demography: Mortality,63,2,1
svtohlsw,INFMOR,Sociopolitical,Demography,Demography: Violence,Demography: Mortality,63,2,1
birthmshr,INFMOR,Demography,Demography,Demography: Births and fertility,Demography: Mortality,0,2,1
tmortr2,INFMOR,Health,Demography,Demography: Mortality,Demography: Mortality,20,2,1
tmortr,INFMOR,Health,Demography,Demography: Mortality,Demography: Mortality,21,2,1
GDPPCP,INFMOR,Economy,Demography,Demography: GDP,Demography: Mortality,278,1,1
LIFEXP,INFMOR,Demography,Demography,Demography: Health,Demography: Mortality,37,1,1
CIVDM,INFMOR,Interstate,Demography,Demography: Wars,Demography: Mortality,22,1,1
mortm,INFMOR,Demography,Demography,Demography: Mortality,Demography: Mortality,23,2,1
MORTMG,INFMOR,Health,Demography,Demography: Mortality,Demography: Mortality,23,1,1
I,INFMOR,Economy,Demography,Demography: Investment,Demography: Mortality,452,1,1
migrateinm,INFMOR,Demography,Demography,Demography: Migration,Demography: Mortality,518,2,1
migratebalancesw,INFMOR,Demography,Demography,Demography: Migration,Demography: Mortality,480,2,1
contiguity,INFMOR,Interstate,Demography,Demography: Alliances,Demography: Mortality,548,2,1
migrateoutm,INFMOR,Demography,Demography,Demography: Migration,Demography: Mortality,518,2,1
INFMOR,infmormax,Demography,Economy,Sociopolitical: Mortality,Sociopolitical: Informal Economy,24,1,2
wpindsw,INFRABUDDEMMNT,Interstate,Infrastructure,Other: Power,Other: Budget,0,2,1
infrainvmaintpubshrm,INFRABUDDEMMNT,Infrastructure,Infrastructure,Other: Investment,Other: Budget,0,2,1
INFRAINVESTMAINT,INFRABUDDEMMNT,Infrastructure,Infrastructure,Other: Investment,Other: Budget,0,1,1
infrainvnewpubshrm,INFRABUDDEMNEW,Infrastructure,Infrastructure,Other: Investment,Other: Budget,0,2,1
INFRAINVESTNEW,INFRABUDDEMNEW,Infrastructure,Infrastructure,Other: Investment,Other: Budget,0,1,1
ENELECSHRENDEM,INFRAELEC,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,1,1,1
ENDEM,INFRAELEC,Energy,Infrastructure,Other: Demand,Other: Electricity,1,1,1
POP,INFRAELEC,Demography,Infrastructure,Other: Population,Other: Electricity,1,1,1
enconv,INFRAELEC,Energy,Infrastructure,Other: Demand,Other: Electricity,3,2,1
ENDEMSH,INFRAELEC,Energy,Infrastructure,Other: Demand,Other: Electricity,231,1,1
POPURBAN,INFRAELECACC,Demography,Infrastructure,Other: Population,Other: Electricity,0,1,1
HHSIZE,INFRAELECACC,Demography,Infrastructure,Other: Demography,Other: Electricity,0,1,1
infraelecaccm,INFRAELECACC,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,0,2,1
infraelecaccsetar,INFRAELECACC,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,0,2,1
infraelecacctrgtyr,INFRAELECACC,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,0,2,1
infraelecacctrgtval,INFRAELECACC,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,1,2,1
GOVEFFECT,INFRAELECACC,Sociopolitical,Infrastructure,Other: Governance Effectiveness,Other: Electricity,6,1,1
infraelecaccseyrtar,INFRAELECACC,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,3,2,1
POP,INFRAELECACC,Demography,Infrastructure,Other: Population,Other: Electricity,0,1,1
INFRAELECACC,INFRAELECACCDEM,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,0,1,1
POPURBAN,INFRAELECACCDEM,Demography,Infrastructure,Other: Population,Other: Electricity,0,1,1
infraelecaccruralcostm,INFRAELECACCRURALCOST,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,0,2,1
infraelecaccurbancostm,INFRAELECACCURBANCOST,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,0,2,1
INFRAELECPROD,INFRAELECADJFACT,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,0,1,1
INFRAELECGENCAP,INFRAELECADJFACT,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,0,1,1
POP,INFRAELECADJFACT,Demography,Infrastructure,Other: Population,Other: Electricity,0,1,1
GDPR,INFRAELECADJFACT,Economy,Infrastructure,Other: GDP,Other: Electricity,2,1,1
INFRAELEC,INFRAELECCONSPRODRATIO,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,0,1,1
POP,INFRAELECCONSPRODRATIO,Demography,Infrastructure,Other: Population,Other: Electricity,0,1,1
INFRAELECPROD,INFRAELECCONSPRODRATIO,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,0,1,1
INFRAELECTRANLOSS,INFRAELECCONSPRODRATIO,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,0,1,1
POP,INFRAELECGENCAP,Demography,Infrastructure,Other: Population,Other: Electricity,0,1,1
infraelecgencapm,INFRAELECGENCAP,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,0,2,1
GDPR,INFRAELECGENCAP,Economy,Infrastructure,Other: GDP,Other: Electricity,254,1,1
infrateledtfp,INFRAELECGENCAP,Infrastructure,Infrastructure,Other: Telecommunication,Other: Electricity,102,2,1
INFRAELECCONSPRODRATIO,INFRAELECGENCAP,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,6,1,1
INFRAELECADJFACT,INFRAELECGENCAP,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,7,1,1
INFRAELECTRANLOSS,INFRAELECGENCAP,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,8,1,1
INFRAELEC,INFRAELECGENCAP,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,10,1,1
INFRAELECPROD,INFRAELECGENCAP,Infrastructure,Infrastructure,Other: Electricity,Other: Electricity,247,1,1
GDPPCP,INFRAELECGENCAP,Economy,Infrastructure,Other: GDP,Other: Electricity,247,1,1
